Player,Team,Opponent,Prop,Line,Proj,Prob,Pick,Tier,Diff%
Anthony Black,ORL,DET,AST,2.5,2.2,52.5%,Over,C Tier,-12.0
Karl-Anthony Towns,NYK,MIL,REB,11.5,10.56,52.4%,Over,C Tier,-8.2
Donovan Mitchell,CLE,ATL,REB,4.5,4.03,52.4%,Over,C Tier,-10.4
Jaylon Tyson,CLE,ATL,REB,4.5,4.03,52.4%,Over,C Tier,-10.4
Nic Claxton,BKN,PHI,AST,3.5,3.18,52.3%,Under,C Tier,-9.1
Cam Johnson,DEN,SAS,PRA,21.5,20.78,52.3%,Under,C Tier,-3.3
Ace Bailey,UTA,SAC,REB,4.5,4.05,52.3%,Under,C Tier,-10.0
LeBron James,LAL,DAL,AST,6.5,5.96,52.3%,Over,C Tier,-8.3
Pascal Siakam,IND,WAS,AST,4.5,4.16,52.2%,Over,C Tier,-7.6
Ausar Thompson,DET,ORL,REB,4.5,4.04,52.1%,Over,C Tier,-10.2
Egor Demin,BKN,PHI,REB,3.5,3.39,52.1%,Under,C Tier,-3.1
Tyrese Martin,BKN,PHI,AST,3.5,3.53,52.1%,Under,C Tier,0.9
Lauri Markkanen,UTA,SAC,AST,2.5,2.22,52.0%,Over,C Tier,-11.2
Jaren Jackson Jr.,MEM,LAC,REB,4.5,4.21,52.0%,Under,C Tier,-6.4
Isaiah Hartenstein,OKC,PHX,AST,3.5,3.24,51.9%,Under,C Tier,-7.4
Kristaps Porzingis,ATL,CLE,AST,3.5,3.25,51.8%,Under,C Tier,-7.1
Darius Garland,CLE,ATL,REB,2.5,2.32,51.5%,Over,C Tier,-7.2
Brandon Miller,CHA,CHI,AST,3.5,3.33,51.5%,Under,C Tier,-4.9
Dillon Brooks,PHX,OKC,REB,3.5,2.99,51.5%,Over,C Tier,-14.6
Mikal Bridges,NYK,MIL,REB,3.5,3.39,51.4%,Under,C Tier,-3.1
Drake Powell,BKN,PHI,AST,2.5,2.3,51.4%,Over,C Tier,-8.0
Collin Gillespie,PHX,OKC,REB,4.5,4.02,51.4%,Under,C Tier,-10.7
Mitchell Robinson,NYK,MIL,PRA,10.5,11.53,51.3%,Over,C Tier,9.8
Royce O'Neale,PHX,OKC,AST,2.5,2.19,51.3%,Under,C Tier,-12.4
CJ McCollum,WAS,IND,REB,3.5,3.38,51.2%,Over,C Tier,-3.4
Dylan Harper,SAS,DEN,AST,3.5,3.35,51.2%,Over,C Tier,-4.3
Isaiah Collier,UTA,SAC,AST,5.5,5.34,51.2%,Over,C Tier,-2.9
Paul George,PHI,BKN,AST,3.5,3.38,51.1%,Over,C Tier,-3.4
Zach LaVine,SAC,UTA,AST,2.5,2.19,51.0%,Under,C Tier,-12.4
VJ Edgecombe,PHI,BKN,REB,5.5,5.03,50.8%,Under,C Tier,-8.5
Ivica Zubac,LAC,MEM,REB,11.5,10.45,50.8%,Under,C Tier,-9.1
Nickeil Alexander-Walker,ATL,CLE,AST,3.5,3.33,50.7%,Over,C Tier,-4.9
Isaiah Hartenstein,OKC,PHX,REB,9.5,8.66,50.7%,Under,C Tier,-8.8
Khris Middleton,WAS,IND,REB,3.5,3.34,50.6%,Over,C Tier,-4.6
Kon Knueppel,CHA,CHI,AST,2.5,2.17,50.6%,Under,C Tier,-13.2
Tyrese Maxey,PHI,BKN,AST,7.5,6.93,50.6%,Over,C Tier,-7.6
Nikola Jokic,DEN,SAS,REB,12.5,11.44,50.6%,Over,C Tier,-8.5
Harrison Barnes,SAS,DEN,REB,3.5,3.48,50.6%,Under,C Tier,-0.6
Harrison Barnes,SAS,DEN,AST,2.5,2.15,50.6%,Under,C Tier,-14.0
T.J. McConnell,IND,WAS,AST,4.5,4.32,50.5%,Over,C Tier,-4.0
Zaccharie Risacher,ATL,CLE,REB,2.5,2.32,50.5%,Over,C Tier,-7.2
PJ Washington,DAL,LAL,AST,2.5,2.51,50.5%,Under,C Tier,0.4
Dyson Daniels,ATL,CLE,REB,5.5,4.94,50.3%,Over,C Tier,-10.2
Cam Spencer,MEM,LAC,AST,4.5,4.19,50.3%,Under,C Tier,-6.9
Myles Turner,MIL,NYK,AST,1.5,1.42,50.2%,Under,C Tier,-5.3
Jarrett Allen,CLE,ATL,REB,8.5,7.68,50.2%,Over,C Tier,-9.6
Cooper Flagg,DAL,LAL,REB,6.5,5.66,50.2%,Over,C Tier,-12.9
Luka Doncic,LAL,DAL,REB,8.5,7.28,50.2%,Under,C Tier,-14.4
PJ Washington,DAL,LAL,REB,6.5,5.65,50.2%,Under,C Tier,-13.1
Isaiah Stewart,DET,ORL,REB,5.5,5.31,50.1%,Over,C Tier,-3.5
Ayo Dosunmu,CHI,CHA,AST,2.5,2.18,50.1%,Under,C Tier,-12.8
Keyonte George,UTA,SAC,AST,6.5,6.05,50.1%,Under,C Tier,-6.9
Peyton Watson,DEN,SAS,REB,6.5,5.93,50.0%,Over,C Tier,-8.8
